x_coord,y_coord,color,label
-0.39853856,16.491,red,1
2.6413724,4.387172,red,1
0.9660979,19.261106,red,1
3.6209052,6.958568,red,1
-0.18436636,3.827011,red,1
12.558973,-1.9256229,red,1
0.031000745,8.070857,red,1
1.7931924,6.265367,red,1
-5.2085266,19.941265,red,1
6.861059,0.8907152,red,1
6.847371,-0.7079905,red,1
-1.7596184,24.267702,red,1
1.8968117,20.949726,red,1
-1.0166732,6.516964,red,1
-0.94978666,7.393203,red,1
16.891428,12.289039,red,1
-0.4294556,8.914188,red,1
8.241481,-1.6001164,red,1
-1.4300983,7.1451173,red,1
-0.90846777,12.2757,red,1
3.427143,7.5366745,red,1
1.8492342,7.8760505,red,1
-0.22245231,10.719204,red,1
-0.61595464,15.132941,red,1
2.7085729,4.9749365,red,1
-2.6338012,19.645704,red,1
-2.682665,20.126356,red,1
-2.790963,21.012173,red,1
-0.26294327,19.904902,red,1
-4.014147,19.937265,red,1
7.0405493,0.19799729,red,1
4.8997955,5.4051485,red,1
4.8228097,-0.6321589,red,1
6.6411777,-2.6199832,red,1
0.10214269,21.186562,red,1
5.407082,2.8405206,red,1
7.4100313,-1.8397887,red,1
2.4074006,6.0233045,red,1
-5.362571,18.296684,red,1
-0.81433064,20.728222,red,1
0.25791228,20.58636,red,1
0.36692238,6.3733277,red,1
3.7959592,4.1596937,red,1
-2.6296535,18.662851,red,1
0.5996113,12.280875,red,1
6.292736,-3.5771453,red,1
0.67074025,23.690792,red,1
4.5091977,3.3115895,red,1
1.1612047,27.81592,red,1
-2.162024,16.81191,red,1
1.1892262,23.271908,red,1
-1.0644444,25.286152,red,1
-0.45885977,13.542219,red,1
1.4385495,28.164219,red,1
0.30814612,27.518713,red,1
-0.56097007,13.5998955,red,1
-1.5576253,4.9781203,red,1
0.41843957,22.41181,red,1
0.004751044,3.4530537,red,1
1.6631715,3.614557,red,1
-1.9392391,22.37843,red,1
0.16756038,26.496962,red,1
0.058992382,24.515759,red,1
2.013557,8.977883,red,1
-2.7507384,24.236738,red,1
5.857451,1.357917,red,1
0.3155756,25.542643,red,1
6.306862,2.3476424,red,1
-1.0246537,11.252153,red,1
-3.5557346,22.754885,red,1
0.9825232,7.2964816,red,1
2.8090444,3.4969654,red,1
-3.6688793,22.139282,red,1
-0.67709213,17.209547,red,1
3.849679,2.0106926,red,1
-2.0534801,25.459692,red,1
8.52627,0.77134216,red,1
-0.3531149,23.118767,red,1
0.813313,18.199852,red,1
2.0388713,20.976446,red,1
5.9043174,0.15088317,red,1
1.2257893,20.332174,red,1
0.08029394,17.878757,red,1
-1.06917,26.820024,red,1
-39.789246,-19.198488,green,2
16.345594,4.24184,green,2
-24.940477,-0.43021938,green,2
39.996475,20.080582,green,2
-9.109842,6.520587,green,2
-39.45629,-11.553208,green,2
11.190579,-6.649094,green,2
18.024048,-12.99535,green,2
42.47972,-3.559973,green,2
-7.5135155,12.384323,green,2
20.581434,-11.943768,green,2
18.933752,-11.833867,green,2
-24.99758,-0.45007744,green,2
18.619074,-12.0994835,green,2
-42.512676,-25.909369,green,2
-3.183938,6.282187,green,2
17.326067,-13.629206,green,2
20.539106,-12.508038,green,2
-6.1322365,11.184808,green,2
20.360863,-11.397247,green,2
-49.856922,-9.287431,green,2
-43.63129,-5.872854,green,2
-48.510487,-9.955675,green,2
-6.5883284,7.4394307,green,2
-47.831894,-13.333946,green,2
-13.0308,9.046986,green,2
-12.442905,18.954424,green,2
-49.377403,-13.165158,green,2
-46.571037,-11.201834,green,2
-48.23382,-12.358333,green,2
3.0503006,19.167477,green,2
-47.587994,-11.259641,green,2
-48.567173,-11.074695,green,2
-48.59927,-13.35026,green,2
-9.297286,7.8155756,green,2
-46.425503,-6.7403426,green,2
-48.797024,-11.550027,green,2
-9.342492,11.256291,green,2
-48.44144,-9.586774,green,2
-49.622246,-11.055148,green,2
3.3003192,16.38087,green,2
-45.544514,-17.160986,green,2
-9.530238,8.648454,green,2
-8.118801,14.014887,green,2
-45.00185,-3.1330462,green,2
10.413217,-0.52212036,green,2
-45.536213,-8.678286,green,2
-43.539722,-12.466544,green,2
-3.1386447,9.44702,green,2
13.820323,34.381695,green,2
-42.57341,-11.961766,green,2
-43.935276,-10.477691,green,2
-44.83762,-10.982233,green,2
22.746277,-4.7429514,green,2
-39.530853,-11.58102,green,2
-42.507637,-13.010348,green,2
-43.64439,-12.618539,green,2
9.002143,-4.90573,green,2
-44.42681,-12.85593,green,2
-45.131466,-4.443206,green,2
42.50739,-3.6908813,green,2
-14.694375,4.210216,green,2
2.3034558,11.351309,green,2
-41.75235,-14.969019,green,2
-43.63181,-10.347995,green,2
-47.360607,-8.5317545,green,2
2.0730019,15.345468,green,2
-12.144764,15.554812,green,2
-43.157845,-9.327575,green,2
-12.566099,19.655655,green,2
-46.048256,-9.243127,green,2
-2.69059,9.759509,green,2
-45.77117,-5.0530033,green,2
-5.8882704,7.677479,green,2
11.024106,34.397476,green,2
2.336888,25.242968,green,2
-46.30392,-9.723926,green,2
-6.266097,11.312899,green,2
-48.76613,-7.5242295,green,2
-8.826371,12.713888,green,2
-48.72866,-14.441197,green,2
11.700911,35.46044,green,2
11.883146,34.929375,green,2
10.724994,34.01933,green,2
-9.201328,12.588974,green,2
-8.067251,6.61719,green,2
-42.43998,-25.71996,green,2
31.564444,4.768357,green,2
-6.197852,6.8181844,green,2
12.742209,34.895756,green,2
39.704372,20.165161,green,2
-47.96816,-15.275242,green,2
-41.566673,-14.802864,green,2
-43.91749,-14.166595,green,2
-45.031433,-15.88062,green,2
-44.264183,-16.30682,green,2
2.2473366,15.441596,green,2
-25.50009,7.3334026,green,2
-44.234745,-15.586656,green,2
-50.018925,-15.593708,green,2
-21.661968,-6.4070344,blue,3
-21.265774,-13.626238,blue,3
-13.223572,-7.487366,blue,3
-20.579515,-6.9715652,blue,3
-12.579571,15.88071,blue,3
-7.4357696,-5.874004,blue,3
-21.269924,-8.018195,blue,3
-13.261955,-13.662847,blue,3
-9.152275,-8.984522,blue,3
-2.2978115,-5.292797,blue,3
-9.278103,-8.812004,blue,3
-26.004913,-6.8035717,blue,3
4.532538,-14.220278,blue,3
-8.084437,-7.068777,blue,3
-26.684181,-9.030824,blue,3
-11.420659,-6.0850673,blue,3
-15.609024,-6.6885414,blue,3
-26.199638,-8.265954,blue,3
4.9307437,-14.885123,blue,3
7.0529284,-14.043651,blue,3
-11.733366,-5.1731186,blue,3
6.741439,-14.618186,blue,3
7.7156906,-13.349872,blue,3
-23.276674,-9.784196,blue,3
12.196633,-1.4702398,blue,3
-24.482943,-9.539149,blue,3
-22.170954,-9.883601,blue,3
-12.676065,17.06192,blue,3
-14.204945,-14.798194,blue,3
-25.900772,-9.587127,blue,3
-22.60123,-5.3898435,blue,3
-23.7822,-8.231465,blue,3
-26.259699,-10.831275,blue,3
-12.673684,-7.5947943,blue,3
-24.96209,-10.221102,blue,3
-27.098827,-11.089979,blue,3
-13.778963,-12.237473,blue,3
-24.464819,-7.670796,blue,3
-7.042168,-7.968198,blue,3
-22.683445,-5.7727294,blue,3
-13.33739,-5.9530287,blue,3
-24.062567,-7.5346794,blue,3
0.95499676,-19.9048,blue,3
-24.606531,-11.829492,blue,3
-18.504099,-12.803699,blue,3
26.507124,5.044893,blue,3
-18.784435,-7.295131,blue,3
-11.916306,-7.07746,blue,3
-15.141292,-10.820726,blue,3
-18.974321,-11.206861,blue,3
34.394676,0.49052504,blue,3
-32.718124,9.047403,blue,3
0.94798654,-3.0771725,blue,3
-11.885519,-13.0454445,blue,3
-29.460094,-8.087863,blue,3
-29.699467,-8.299894,blue,3
-30.481018,-8.719132,blue,3
0.039517794,-2.399344,blue,3
-29.465427,-9.500624,blue,3
0.31049883,-15.853399,blue,3
0.58409727,-16.82333,blue,3
-24.092503,-15.602784,blue,3
0.15885536,-15.934647,blue,3
-32.71235,8.9930935,blue,3
-23.99284,-44.31421,blue,3
-22.397379,-12.197698,blue,3
-25.350739,-11.188806,blue,3
-26.030691,-12.011592,blue,3
-26.296938,-12.000585,blue,3
-14.9215145,-7.2822127,blue,3
-13.079146,-0.12791796,blue,3
-23.072279,-13.424039,blue,3
-23.358679,-13.2027445,blue,3
-3.6447518,-6.354705,blue,3
-25.364218,-12.75248,blue,3
-9.3718405,-7.1038237,blue,3
-28.533194,-11.776941,blue,3
-7.3554173,-8.442324,blue,3
-27.435337,-13.093526,blue,3
-25.098036,-13.513513,blue,3
-26.249327,-13.074877,blue,3
-15.105584,-9.94041,blue,3
-16.111887,-5.455782,blue,3
0.3659348,-2.7539773,blue,3
-11.337119,-10.14749,blue,3
-19.567469,-10.010536,blue,3
-20.232584,-9.924278,blue,3
-0.47450656,-13.676278,blue,3
-12.421392,-35.533543,blue,3
-21.202036,-11.54262,blue,3
-0.44557998,-13.762247,blue,3
-15.239939,-12.119638,blue,3
-13.276318,-13.701409,blue,3
0.5521063,-14.518774,blue,3
-14.552619,-21.121859,blue,3
11.39032,22.211502,blue,3
1.3018404,-22.99316,blue,3
-9.125052,-7.1641583,blue,3
7.3163266,-15.850968,blue,3
-50.51678,-16.247917,blue,3
36.326447,15.49041,gold,4
26.408712,26.40263,gold,4
39.83766,11.218521,gold,4
23.341412,4.998037,gold,4
-4.418272,14.715616,gold,4
35.502224,5.2761745,gold,4
38.313213,-6.766182,gold,4
5.5156107,28.978004,gold,4
30.209785,31.302664,gold,4
28.738901,27.475824,gold,4
34.64594,8.60979,gold,4
29.52545,24.306839,gold,4
25.794395,27.78003,gold,4
27.391111,25.76788,gold,4
27.04913,22.967634,gold,4
27.990803,16.059275,gold,4
0.69216615,1.9777709,gold,4
5.584766,29.04974,gold,4
39.64745,12.41909,gold,4
27.905691,20.769676,gold,4
34.855564,6.8625093,gold,4
29.825743,18.315575,gold,4
40.231598,12.86897,gold,4
30.914959,16.918882,gold,4
30.832556,21.689138,gold,4
28.68909,19.524721,gold,4
46.549244,9.992627,gold,4
30.839733,20.27248,gold,4
29.399189,19.695427,gold,4
19.759893,-0.6006326,gold,4
41.25418,12.250015,gold,4
30.952642,22.256351,gold,4
35.161972,16.767025,gold,4
30.09061,21.50096,gold,4
23.53819,6.4095516,gold,4
29.805231,15.728244,gold,4
20.966455,5.448013,gold,4
23.51077,4.890413,gold,4
26.924627,21.482693,gold,4
31.388805,19.315306,gold,4
22.454515,5.1278086,gold,4
28.716211,21.760805,gold,4
27.286367,21.85298,gold,4
38.819214,7.918509,gold,4
32.19635,19.567194,gold,4
19.087072,6.77397,gold,4
30.177883,22.699804,gold,4
1.8898174,-34.22367,gold,4
34.246063,6.2658243,gold,4
29.113249,15.416508,gold,4
32.48023,24.961666,gold,4
26.81615,28.843828,gold,4
25.129158,29.96639,gold,4
28.367313,25.708328,gold,4
30.861635,16.370285,gold,4
25.239107,27.141176,gold,4
29.196411,1.7155998,gold,4
28.58974,28.641836,gold,4
21.113745,6.38883,gold,4
23.91368,30.044226,gold,4
40.205063,10.74334,gold,4
33.873184,7.3215995,gold,4
24.715668,30.155005,gold,4
28.235186,27.816078,gold,4
7.445321,27.927118,gold,4
27.849272,29.660532,gold,4
36.006107,29.62432,gold,4
32.664936,22.409603,gold,4
35.711926,10.271143,gold,4
35.82425,6.2866592,gold,4
35.137486,30.168537,gold,4
32.594505,22.522806,gold,4
37.473778,10.791669,gold,4
33.07355,27.166092,gold,4
29.912817,1.9319404,gold,4
35.524826,29.226328,gold,4
30.185204,30.032326,gold,4
19.166815,-0.7098923,gold,4
34.827877,31.287176,gold,4
19.156952,6.538074,gold,4
29.963337,25.241714,gold,4
38.26045,9.300509,gold,4
38.59225,-7.386372,gold,4
29.14478,18.37943,gold,4
32.092148,10.894709,gold,4
33.41041,26.724474,gold,4
38.40939,10.5020275,gold,4
-7.5756435,-41.419533,gold,4
34.755226,28.64506,gold,4
34.814175,29.34963,gold,4
34.535164,17.240103,gold,4
38.805252,14.280531,gold,4
29.170788,-4.6227374,gold,4
33.815105,31.444315,gold,4
30.704062,28.649353,gold,4
38.177742,7.184087,gold,4
35.920933,7.462271,gold,4
38.75329,12.970979,gold,4
28.17556,28.949268,gold,4
27.952936,22.544897,gold,4
-8.955428,-18.132626,purple,5
-8.607246,36.778316,purple,5
-8.187624,31.809057,purple,5
-14.823869,33.178764,purple,5
-9.513528,36.13694,purple,5
6.1614,-4.619581,purple,5
7.3310275,5.597699,purple,5
-13.400961,-18.230776,purple,5
-10.698104,35.61134,purple,5
-8.034248,36.543896,purple,5
-10.871736,33.951965,purple,5
-15.070932,-16.595533,purple,5
-10.335715,35.498604,purple,5
2.1849935,-21.508148,purple,5
9.625973,-17.129381,purple,5
4.3485546,-20.82422,purple,5
-15.370097,-28.100204,purple,5
4.805586,-22.354942,purple,5
-8.684068,-12.586287,purple,5
4.433948,-20.833876,purple,5
-12.394253,-18.005688,purple,5
-14.1833,-2.3860202,purple,5
6.3634133,-23.583656,purple,5
-23.261415,-43.967365,purple,5
-13.831984,-2.29726,purple,5
-6.005784,-21.06191,purple,5
-7.9982824,-13.939051,purple,5
5.483269,-22.323835,purple,5
-5.0537715,-3.6936681,purple,5
-4.9862394,-25.083931,purple,5
3.5165565,-22.344637,purple,5
3.590517,-21.975658,purple,5
-7.8287864,33.440346,purple,5
13.2843075,7.917628,purple,5
6.391105,-22.402246,purple,5
-8.699957,34.825153,purple,5
-2.5353618,-20.614899,purple,5
-4.0403147,-14.52044,purple,5
-13.028308,-21.31847,purple,5
-4.633,-4.349755,purple,5
-16.639906,-11.519156,purple,5
-4.4120474,-13.088616,purple,5
-10.375504,34.55603,purple,5
-10.788302,-16.467413,purple,5
-10.5278635,3.154145,purple,5
-8.21807,34.725716,purple,5
6.4118123,-23.726845,purple,5
10.054456,-19.36999,purple,5
-16.683243,-11.858931,purple,5
-15.739594,-27.817207,purple,5
-14.768139,33.21948,purple,5
34.20007,11.254471,purple,5
-6.650609,38.253307,purple,5
-16.176031,-27.412764,purple,5
-16.35671,-25.140102,purple,5
-5.3975854,-19.183214,purple,5
-39.748646,-19.516024,purple,5
-10.050463,-19.439892,purple,5
9.825177,-19.39585,purple,5
-12.186348,-21.721138,purple,5
-12.046785,-28.789011,purple,5
-13.461114,-22.67293,purple,5
-15.484042,-24.843746,purple,5
-13.779431,0.08652471,purple,5
-8.99607,-10.388991,purple,5
-11.277631,-23.238646,purple,5
-10.413012,-23.78139,purple,5
-8.906607,-14.505504,purple,5
-9.71761,-21.87366,purple,5
4.7816744,-24.548841,purple,5
26.173311,12.326519,purple,5
-11.235384,-21.924166,purple,5
-10.975782,-21.300007,purple,5
-12.648638,-20.710812,purple,5
-10.54763,-17.739405,purple,5
-12.138626,-28.752897,purple,5
-12.316472,-22.363607,purple,5
-10.6523285,-22.25034,purple,5
-6.701174,35.174305,purple,5
-9.644563,-12.372686,purple,5
-6.542255,37.421738,purple,5
-5.268228,-18.69933,purple,5
-8.657471,33.485607,purple,5
-4.769128,-32.59941,purple,5
-9.44617,33.893913,purple,5
-14.846071,-3.108323,purple,5
-7.249231,35.211514,purple,5
-11.727652,-19.661518,purple,5
-6.8455596,-14.774799,purple,5
9.243984,-20.004162,purple,5
-16.23135,-14.8663,purple,5
-9.363847,33.003613,purple,5
34.666588,13.602915,purple,5
-6.09728,-10.654089,purple,5
2.9194148,-23.931562,purple,5
-5.959529,-21.986101,purple,5
3.0042489,-24.146015,purple,5
-9.37847,-24.481333,purple,5
-5.9215345,37.73093,purple,5
-6.3190236,-23.839142,purple,5
-2.5380337,-39.754288,deeppink,6
-5.0979466,-27.241377,deeppink,6
-7.883203,-36.141247,deeppink,6
-2.8770585,-32.37005,deeppink,6
-5.04121,-37.57563,deeppink,6
-2.135478,-30.530651,deeppink,6
1.0184498,-39.530586,deeppink,6
-0.7208331,-39.358673,deeppink,6
-1.7397127,-40.800045,deeppink,6
-6.463272,-39.4685,deeppink,6
-0.1979151,-40.593143,deeppink,6
-6.8024273,-32.22633,deeppink,6
-6.446842,-30.743568,deeppink,6
2.6601133,-38.396286,deeppink,6
-2.9207845,-36.531364,deeppink,6
-4.972968,-39.886784,deeppink,6
-0.12589046,-40.610687,deeppink,6
0.3098635,-38.97855,deeppink,6
-11.627222,-34.56845,deeppink,6
-2.8477786,-36.007637,deeppink,6
-10.356465,-34.250023,deeppink,6
-25.364067,-21.070786,deeppink,6
-7.6331725,-38.094288,deeppink,6
-34.563713,-3.6285615,deeppink,6
4.3391733,13.653958,deeppink,6
-4.90057,-41.09183,deeppink,6
6.965942,-35.78156,deeppink,6
-3.0517104,-33.19435,deeppink,6
-25.36206,-21.067759,deeppink,6
2.496149,-39.72526,deeppink,6
-5.9352803,-41.27748,deeppink,6
-35.049942,-4.2729754,deeppink,6
-4.2135963,-38.959335,deeppink,6
-5.9767203,-42.115047,deeppink,6
9.073521,-6.6645455,deeppink,6
-5.0278983,-41.742374,deeppink,6
-0.013689542,-35.694775,deeppink,6
-4.135234,-40.16237,deeppink,6
-5.1545076,-28.057247,deeppink,6
-5.457621,-38.82031,deeppink,6
-3.9181187,-41.04147,deeppink,6
-1.1128227,-42.623108,deeppink,6
7.8996654,10.761455,deeppink,6
-25.941416,-41.94024,deeppink,6
-4.0551033,-28.561329,deeppink,6
-33.58753,-2.1636539,deeppink,6
-10.942785,-34.81759,deeppink,6
-8.893942,-36.88289,deeppink,6
-0.95825195,-37.45907,deeppink,6
1.9409815,-44.912476,deeppink,6
-5.450719,-30.157383,deeppink,6
-11.20371,-36.362778,deeppink,6
4.7809587,-42.07015,deeppink,6
-5.98244,-43.49308,deeppink,6
5.215785,-42.624306,deeppink,6
3.9645813,-43.527054,deeppink,6
-3.5118027,-25.951433,deeppink,6
3.7027507,-41.335197,deeppink,6
-34.89051,-2.316852,deeppink,6
-4.0312533,-26.252926,deeppink,6
4.2940574,-44.368828,deeppink,6
-1.8802891,-30.605429,deeppink,6
-3.8279634,-43.765255,deeppink,6
-3.9278,-43.64844,deeppink,6
-1.437338,-44.091705,deeppink,6
-0.43788695,-43.658287,deeppink,6
2.567635,-42.735126,deeppink,6
0.91042405,-44.577766,deeppink,6
-0.44212514,-45.371437,deeppink,6
-10.693623,-36.480988,deeppink,6
-4.804564,32.749958,deeppink,6
0.31460032,-43.44118,deeppink,6
4.389601,-37.246216,deeppink,6
-5.8158097,-35.714016,deeppink,6
-4.2165103,-34.073658,deeppink,6
-5.028244,-36.83891,deeppink,6
3.259863,-42.32552,deeppink,6
-1.8558197,-43.732822,deeppink,6
-7.700747,-30.46806,deeppink,6
1.5866581,-36.484222,deeppink,6
-1.6496236,-39.092846,deeppink,6
6.2385297,4.08066,deeppink,6
-0.047874972,-42.366596,deeppink,6
-24.069317,-39.614677,deeppink,6
8.371599,-6.7809806,deeppink,6
7.23359,-39.37257,deeppink,6
-34.068783,-5.524901,deeppink,6
5.024664,-40.21419,deeppink,6
-6.379424,-32.96143,deeppink,6
4.587219,-40.386246,deeppink,6
6.4223576,-40.13873,deeppink,6
-33.90746,-3.6035483,deeppink,6
-3.9798577,-29.644064,deeppink,6
6.635382,-39.78185,deeppink,6
-3.4973485,-30.426563,deeppink,6
4.592826,-39.121063,deeppink,6
4.808122,12.568319,deeppink,6
1.1481019,-41.273243,deeppink,6
-3.8128543,-36.460293,deeppink,6
7.8794036,-7.0405183,deeppink,6
47.125126,22.383379,orchid,7
10.429397,27.727106,orchid,7
30.21649,-1.8043911,orchid,7
18.072187,8.068901,orchid,7
41.23348,0.6415027,orchid,7
50.30598,22.581478,orchid,7
11.423514,28.283613,orchid,7
36.648514,-1.4773097,orchid,7
50.581047,18.200666,orchid,7
17.3697,9.253188,orchid,7
49.85172,15.43289,orchid,7
46.308556,19.461843,orchid,7
49.22824,23.245995,orchid,7
12.428688,11.159637,orchid,7
10.915597,27.925999,orchid,7
16.797361,5.1920576,orchid,7
20.547997,26.181095,orchid,7
-7.121424,20.056896,orchid,7
49.791313,17.921694,orchid,7
50.323315,17.59721,orchid,7
40.392937,4.1502666,orchid,7
9.945087,2.2507248,orchid,7
40.25235,1.7436956,orchid,7
47.12587,18.667355,orchid,7
44.648,23.311146,orchid,7
45.29124,18.203716,orchid,7
16.723719,10.899665,orchid,7
45.81049,18.493435,orchid,7
35.68126,-1.169206,orchid,7
45.787025,20.036585,orchid,7
43.007584,23.98074,orchid,7
43.637264,21.369741,orchid,7
32.176826,-2.7923088,orchid,7
46.596577,20.874071,orchid,7
27.4183,11.610997,orchid,7
46.40639,17.407293,orchid,7
43.831207,21.806082,orchid,7
0.8759301,4.8697643,orchid,7
46.648903,15.920059,orchid,7
47.665302,20.267363,orchid,7
21.98886,-0.05334745,orchid,7
44.999374,21.439713,orchid,7
43.009594,23.991735,orchid,7
16.55749,8.457645,orchid,7
49.20312,12.953531,orchid,7
26.824976,12.011894,orchid,7
38.385117,3.9648077,orchid,7
49.37016,27.462238,orchid,7
19.588621,26.591152,orchid,7
30.388739,-3.9045475,orchid,7
49.439342,27.67203,orchid,7
13.814554,27.018818,orchid,7
48.014324,18.796673,orchid,7
9.457459,26.243608,orchid,7
-12.422824,18.363947,orchid,7
49.343357,19.862295,orchid,7
38.00533,-0.5731844,orchid,7
12.559405,12.727839,orchid,7
41.558052,1.2713784,orchid,7
47.139023,27.223202,orchid,7
46.265926,28.43914,orchid,7
45.46365,27.087383,orchid,7
38.802353,4.436911,orchid,7
2.738338,23.682114,orchid,7
46.15213,26.649466,orchid,7
43.03868,18.062635,orchid,7
49.292355,14.18001,orchid,7
14.3240185,11.241796,orchid,7
16.68433,10.2579365,orchid,7
43.39245,4.4060035,orchid,7
-2.3239892,13.877205,orchid,7
47.04654,26.25895,orchid,7
33.351307,-1.7580924,orchid,7
47.575314,24.59497,orchid,7
40.76254,3.0766637,orchid,7
49.066875,19.822063,orchid,7
47.462963,24.661367,orchid,7
40.24132,1.2366416,orchid,7
13.179257,12.601619,orchid,7
32.59768,-3.3266985,orchid,7
26.902716,0.18740477,orchid,7
46.620846,24.982666,orchid,7
44.353706,18.659672,orchid,7
27.376005,1.3738332,orchid,7
44.296356,26.013487,orchid,7
35.831806,-0.7860276,orchid,7
44.81495,26.096865,orchid,7
44.343204,19.827871,orchid,7
39.93053,4.394314,orchid,7
26.530819,0.91808486,orchid,7
44.951023,24.50179,orchid,7
45.798855,23.511745,orchid,7
37.19462,-1.8698405,orchid,7
45.182217,22.811026,orchid,7
48.44495,15.196447,orchid,7
1.7627178,11.255345,orchid,7
18.102045,10.30041,orchid,7
31.684675,-2.7623906,orchid,7
39.265705,0.9248577,orchid,7
43.261055,4.3410816,orchid,7
-27.62515,15.77359,teal,8
-27.207293,18.780767,teal,8
-21.926182,8.161868,teal,8
-0.111080386,-7.650244,teal,8
-24.109457,9.223447,teal,8
-27.68659,9.598614,teal,8
-23.57894,9.971156,teal,8
-24.459503,10.207423,teal,8
-21.851505,7.959793,teal,8
-6.4280267,20.819084,teal,8
-8.96684,-2.070042,teal,8
-22.991545,14.324797,teal,8
-2.7521222,-0.15830316,teal,8
33.478447,3.7915578,teal,8
-25.631712,16.557602,teal,8
-30.030699,16.7524,teal,8
-29.096365,11.359133,teal,8
9.34198,4.738631,teal,8
-27.772722,11.7722025,teal,8
-26.458416,10.882057,teal,8
-24.375925,15.628749,teal,8
-3.3712983,16.396606,teal,8
-4.833552,0.97535473,teal,8
-21.214176,3.8823104,teal,8
-24.617601,16.009756,teal,8
-0.17368154,-10.080428,teal,8
-16.7657,-17.121677,teal,8
8.751577,5.5179296,teal,8
-12.939703,-2.6777198,teal,8
-26.334475,15.401513,teal,8
-14.899362,-7.6458817,teal,8
-23.86518,19.639915,teal,8
-6.1624336,33.216442,teal,8
-25.946768,19.709572,teal,8
-26.812984,11.970178,teal,8
-18.506773,13.491911,teal,8
-22.330656,11.995255,teal,8
-21.047283,14.465165,teal,8
-23.86888,13.907347,teal,8
-25.550028,18.037256,teal,8
-19.891027,9.073368,teal,8
-1.552644,-32.506157,teal,8
-7.007028,-0.5491988,teal,8
-24.361078,7.9606595,teal,8
-21.810358,10.122258,teal,8
-29.986761,17.598804,teal,8
